OriginalCompanyName,CleanedCompanyName,Status,Timestamp
Rummens Sofie,Rummens Sofie,not found in KBO data table,2024-12-17 18:02:45
Greenline Tuincreatie,Greenline Tuincreatie,EU Stopped,2024-12-17 18:03:01
Autoglasservice,Autoglasservice,No result found for this search term,2024-12-17 18:03:17
Vertaalservice GV,Vertaalservice GV,EU Active,2024-12-17 18:03:32
Knaepen Gevelbepleisteringen bvba,Knaepen Gevelbepleisteringen,ENT LP Stopped,2024-12-17 18:03:48
Yappa BVBA,Yappa,EU Stopped,2024-12-17 18:04:03
Partners @ Venture NV,Partners @ Venture,not found in KBO data table,2024-12-17 18:04:19
Fabricom GTI,Fabricom GTI,EU Stopped,2024-12-17 18:04:35
Van In BVBA,Van In,not found in KBO data table,2024-12-17 18:04:51
Meskens M,Meskens M,not found in KBO data table,2024-12-17 18:05:07
OCMW - Geel [RUSTHUIS WEDBOS],OCMW - Geel [RUSTHUIS WEDBOS],No result found for this search term,2024-12-17 18:05:23
Egecor,Egecor,ENT LP Stopped,2024-12-17 18:05:38
Haubourdin Glas,Haubourdin Glas,not found in KBO data table,2024-12-17 18:05:54
Atelier Gebruers BVBA,Atelier Gebruers,ENT LP Stopped,2024-12-17 18:06:09
Bij den Boer,Bij den Boer,EU Stopped,2024-12-17 18:06:25
Debougnoux-Dodemont,Debougnoux-Dodemont,not found in KBO data table,2024-12-17 18:06:40
Multidif SPRL,Multidif,ENT LP Stopped,2024-12-17 18:06:56
Nascholingscentrum Brussels Hoofdstedelijk Gewest VZW,Nascholingscentrum Brussels Hoofdstedelijk Gewest,ENT LP Stopped,2024-12-17 18:07:12
3Hoek,3Hoek,ENT LP Active,2024-12-17 18:07:27
Geko,Geko,ENT LP Stopped,2024-12-17 18:07:43
EMCA,EMCA,EU Stopped,2024-12-17 18:07:59
1st-Light,1st-Light,EU Stopped,2024-12-17 18:08:15
Rigau/Marcel,Rigau/Marcel,not found in KBO data table,2024-12-17 18:08:30
Vandemaele/Jean [J.V.D.M.KOELTECHNIEK],Vandemaele/Jean [J.V.D.M.KOELTECHNIEK],No result found for this search term,2024-12-17 18:08:46
CafÃ© Bar Belgium,CafÃ© Bar Belgium,No result found for this search term,2024-12-17 18:09:02
Patrick &amp Roos,Patrick &amp Roos,No result found for this search term,2024-12-17 18:09:17
Defitec sprl,Defitec,ENT LP Active,2024-12-17 18:09:33
Van Landegem Eddy NV,Van Landegem Eddy,not found in KBO data table,2024-12-17 18:09:48
Diasorin SA,Diasorin SA,not found in KBO data table,2024-12-17 18:10:04
Van Acker/Michael [M.V. SANIT],Van Acker/Michael [M.V. SANIT],No result found for this search term,2024-12-17 18:10:20
MSOC Oostende,MSOC Oostende,No result found for this search term,2024-12-17 18:10:35
Hocks/Guillaume,Hocks/Guillaume,No result found for this search term,2024-12-17 18:10:51
Monochappe NV,Monochappe,ENT LP Active,2024-12-17 18:11:06
Meplapack NV,Meplapack,ENT LP Active,2024-12-17 18:11:22
Billiet NV,Billiet,not found in KBO data table,2024-12-17 18:11:38
ING Global Network,ING Global Network,EU Stopped,2024-12-17 18:11:54
ADS &amp Meer,ADS &amp Meer,No result found for this search term,2024-12-17 18:12:10
Verelst &amp Verelst VOF,Verelst &amp Verelst,No result found for this search term,2024-12-17 18:12:25
Koninklijke Londerzeelse S.K.Vzw,Koninklijke Londerzeelse S.K.,No result found for this search term,2024-12-17 18:12:41
Witmeur IT,Witmeur IT,ENT LP Active,2024-12-17 18:12:57
Joris Orthopedie BVBA,Joris Orthopedie,ENT LP Active,2024-12-17 18:13:13
Verwitt BVBA,Verwitt,EU Stopped,2024-12-17 18:13:28
Mouton Bernard,Mouton Bernard,not found in KBO data table,2024-12-17 18:13:44
Van De Sande/Christophe [BOEKENSTALLEKE],Van De Sande/Christophe [BOEKENSTALLEKE],No result found for this search term,2024-12-17 18:14:00
Wilmotte BVBA,Wilmotte,not found in KBO data table,2024-12-17 18:14:16
Basisschool Gentbrugge,Basisschool Gentbrugge,not found in KBO data table,2024-12-17 18:14:32
Naessens Dany BVBA,Naessens Dany,not found in KBO data table,2024-12-17 18:14:48
Immo Verslegers,Immo Verslegers,ENT LP Active,2024-12-17 18:15:03
Vranken Pommery Belgium,Vranken Pommery Belgium,No result found for this search term,2024-12-17 18:15:19
De Prest Foodservice,De Prest Foodservice,No result found for this search term,2024-12-17 18:15:35
Mintred PR BVBA,Mintred PR,No result found for this search term,2024-12-17 18:15:50
Verwarmings- & Gas-Service Van de Beucken,Verwarmings- & Gas-Service Van de Beucken,EU Stopped,2024-12-17 18:16:06
Goetinck M.,Goetinck M.,error,N/A
Marcotte Fr?res SPRL,Marcotte Fr?res,error,N/A
CHEVROLET-A.L.I.M sprl,CHEVROLET-A.L.I.M,error,N/A
Van Roy DÃ©molitions SPRL,Van Roy DÃ©molitions,error,N/A
Tassin Philippe sa,Tassin Philippe sa,error,N/A
Jump &amp Fun,Jump &amp Fun,error,N/A
Start People,Start People,ENT LP Active,2024-12-17 18:22:27
Deckers Motorenrevisie,Deckers Motorenrevisie,not found in KBO data table,2024-12-17 18:22:43
D &amp D Chalet Center BVBA,D &amp D Chalet Center,No result found for this search term,2024-12-17 18:23:00
Van Hove J P,Van Hove J P,No result found for this search term,2024-12-17 18:23:16
Nguyen H-H,Nguyen H-H,error,N/A
Vetsuypens/Amaat,Vetsuypens/Amaat,error,N/A
De Winter/Carl,De Winter/Carl,error,N/A
Cinex ASBL,Cinex,ENT LP Stopped,2024-12-17 18:26:34
Van Der Biest/F.,Van Der Biest/F.,not found in KBO data table,2024-12-17 18:26:50
Fuchs BVBA,Fuchs,ENT LP Active,2024-12-17 18:27:05
Tui TravelCenter [WORLD OF TUI TRAVELCENTER],Tui TravelCenter [WORLD OF TUI TRAVELCENTER],not found in KBO data table,2024-12-17 18:27:21
Van Meenen-De Ruyck/N.,Van Meenen-De Ruyck/N.,error,N/A
Lesaffre Gent Nv,Lesaffre Gent,error,N/A
Delabie/Henk,Delabie/Henk,error,N/A
Acovex,Acovex,ENT LP Active,2024-12-17 18:30:39
Monteyne BVBA,Monteyne,not found in KBO data table,2024-12-17 18:30:55
Den Haese/Noel,Den Haese/Noel,not found in KBO data table,2024-12-17 18:31:11
P.M.D. SA,P.M.D. SA,not found in KBO data table,2024-12-17 18:31:27
Josie CV,Josie,ENT LP Active,2024-12-17 18:31:43
Gillon S,Gillon S,not found in KBO data table,2024-12-17 18:31:59
Van Zandycke Robert,Van Zandycke Robert,not found in KBO data table,2024-12-17 18:32:14
Thonon/Louis,Thonon/Louis,not found in KBO data table,2024-12-17 18:32:30
Xposant N Sprl,Xposant N,ENT LP Stopped,2024-12-17 18:32:45
Kemka,Kemka,EU Active,2024-12-17 18:33:01
Seru Daniel &amp Zn NV,Seru Daniel &amp Zn,No result found for this search term,2024-12-17 18:33:16
Typhoon-Aristos BVBA,Typhoon-Aristos,ENT LP Active,2024-12-17 18:33:32
Surya asbl,Surya,ENT LP Stopped,2024-12-17 18:33:47
Demaco,Demaco,ENT LP Active,2024-12-17 18:34:03
Briers J,Briers J,not found in KBO data table,2024-12-17 18:34:18
Coolmatic BVBA,Coolmatic,ENT LP Stopped,2024-12-17 18:34:34
DB Toys Heist,DB Toys Heist,EU Active,2024-12-17 18:34:49
Decroliere/Annie,Decroliere/Annie,No result found for this search term,2024-12-17 18:35:05
Menten-Ballet Meubelen nv,Menten-Ballet Meubelen,not found in KBO data table,2024-12-17 18:35:20
Cuir NÂ° 1 [ESPACE CUIR BENELUX],Cuir NÂ° 1 [ESPACE CUIR BENELUX],No result found for this search term,2024-12-17 18:35:36
Peter Works BVBA,Peter Works,ENT LP Stopped,2024-12-17 18:35:52
CDS SPRL,CDS,not found in KBO data table,2024-12-17 18:36:07
DYVER BVBA,DYVER,ENT LP Stopped,2024-12-17 18:36:23
Beavis A,Beavis A,not found in KBO data table,2024-12-17 18:36:39
Van Hulle/Eric,Van Hulle/Eric,not found in KBO data table,2024-12-17 18:36:55
Cel Data Services SA,Cel Data Services SA,EU Active,2024-12-17 18:37:10
Surf-In,Surf-In,not found in KBO data table,2024-12-17 18:37:27
Bollaert/Frank [FOTOGRAFIE FRANK BOLLAERT],Bollaert/Frank [FOTOGRAFIE FRANK BOLLAERT],not found in KBO data table,2024-12-17 18:37:42
M.G.C.,M.G.C.,ENT LP Stopped,2024-12-17 18:02:45
TMT,TMT,not found in KBO data table,2024-12-17 18:03:01
De Winter Import,De Winter Import,No result found for this search term,2024-12-17 18:03:18
Cloetens-Vandeputte/L. [LUC CLOETENS],Cloetens-Vandeputte/L. [LUC CLOETENS],No result found for this search term,2024-12-17 18:03:33
Zevenbergen,Zevenbergen,not found in KBO data table,2024-12-17 18:03:49
Hare &amp Hound BVBA,Hare &amp Hound,No result found for this search term,2024-12-17 18:04:05
Spantech,Spantech,not found in KBO data table,2024-12-17 18:04:21
De Smet/Luc [MANAGEMENT TRAINING TEAM],De Smet/Luc [MANAGEMENT TRAINING TEAM],No result found for this search term,2024-12-17 18:04:37
Heymans J,Heymans J,not found in KBO data table,2024-12-17 18:04:52
World Freight Agencies NV,World Freight Agencies,ENT LP Stopped,2024-12-17 18:05:08
Smet A & R Bvba,Smet A & R,not found in KBO data table,2024-12-17 18:05:24
Elektronic Repair & training,Elektronic Repair & training,No result found for this search term,2024-12-17 18:05:39
Silver &amp Stone BVBA,Silver &amp Stone,No result found for this search term,2024-12-17 18:05:55
Hermans/Leo,Hermans/Leo,not found in KBO data table,2024-12-17 18:06:11
PAUWELS DRANKENCENTER NV,PAUWELS DRANKENCENTER,No result found for this search term,2024-12-17 18:06:26
Immo-Kalex SA,Immo-Kalex SA,not found in KBO data table,2024-12-17 18:06:42
De Kerf,De Kerf,ENT LP Stopped,2024-12-17 18:06:58
'T Kakelhof BVBA,'T Kakelhof,ENT LP Active,2024-12-17 18:07:14
Van der Mast,Van der Mast,not found in KBO data table,2024-12-17 18:07:30
Belgian Gifts &amp Incentives BVBA,Belgian Gifts &amp Incentives,No result found for this search term,2024-12-17 18:07:46
"Ascryl, Ascryl sc [ASNONG, ALPHONSE ET PATRICK]","Ascryl, Ascryl sc [ASNONG, ALPHONSE ET PATRICK]",No result found for this search term,2024-12-17 18:08:02
Vidts/HervÃ©,Vidts/HervÃ©,No result found for this search term,2024-12-17 18:08:17
A & E Security nv,A & E Security,ENT LP Stopped,2024-12-17 18:08:33
Tindelek BVBA,Tindelek,ENT LP Active,2024-12-17 18:08:48
Vanvelk M,Vanvelk M,No result found for this search term,2024-12-17 18:09:04
Dekoninck Hans BVBA,Dekoninck Hans,ENT LP Stopped,2024-12-17 18:09:20
Lannoy CÃ©cile,Lannoy CÃ©cile,No result found for this search term,2024-12-17 18:09:35
Loockx/Piet,Loockx/Piet,No result found for this search term,2024-12-17 18:09:51
Verbeeck Johan BVBA,Verbeeck Johan,ENT LP Stopped,2024-12-17 18:10:08
Vitoria,Vitoria,EU Stopped,2024-12-17 18:10:23
Coene G,Coene G,No result found for this search term,2024-12-17 18:10:39
Dejardin J. sprl [SPRL J DEJARDIN],Dejardin J.  [ J DEJARDIN],No result found for this search term,2024-12-17 18:10:54
Dave BVBA,Dave,not found in KBO data table,2024-12-17 18:11:11
Mobielcenter,Mobielcenter,ENT LP Active,2024-12-17 18:11:28
Ims Consulting,Ims Consulting,EU Stopped,2024-12-17 18:11:43
Danmar,Danmar,ENT LP Active,2024-12-17 18:11:59
"Thirion boulangerie sa, Si?ge Social","Thirion boulangerie sa, Si?ge Social",No result found for this search term,2024-12-17 18:12:15
Delvaeye R,Delvaeye R,No result found for this search term,2024-12-17 18:12:30
Alfonce,Alfonce,not found in KBO data table,2024-12-17 18:12:45
"Nooyen, Kennelafdeling [NOOYEN BVBA]","Nooyen, Kennelafdeling [NOOYEN ]",No result found for this search term,2024-12-17 18:13:01
Douglas BVBA,Douglas,EU Stopped,2024-12-17 18:13:17
Michiels/RenÃ©,Michiels/RenÃ©,No result found for this search term,2024-12-17 18:13:32
MatthÃ© Chocolaterie NV,MatthÃ© Chocolaterie,No result found for this search term,2024-12-17 18:13:48
Bakobouw BVBA,Bakobouw,No result found for this search term,2024-12-17 18:14:03
Greceli,Greceli,EU Stopped,2024-12-17 18:14:19
Quarter Mania BVBA,Quarter Mania,EU Active,2024-12-17 18:14:34
Dubois/Olivier,Dubois/Olivier,not found in KBO data table,2024-12-17 18:14:50
M.D. Conseil SA,M.D. Conseil SA,EU Active,2024-12-17 18:15:06
Dyno,Dyno,EU Active,2024-12-17 18:15:22
Francha Trans [FRACHA TRANS],Francha Trans [FRACHA TRANS],No result found for this search term,2024-12-17 18:15:37
Lemmens Greet//,Lemmens Greet//,not found in KBO data table,2024-12-17 18:15:53
Classico-Jazz,Classico-Jazz,ENT LP Active,2024-12-17 18:16:09
Multi-Rent nv [MULTIRENT VERHUURBEDRIJF NV],Multi-Rent  [MULTIRENT VERHUURBEDRIJF ],No result found for this search term,2024-12-17 18:16:24
Van Sintejan/Alain,Van Sintejan/Alain,not found in KBO data table,2024-12-17 18:16:40
Fabripol SPRL,Fabripol,ENT LP Stopped,2024-12-17 18:16:55
D&L,D&L,not found in KBO data table,2024-12-17 18:17:15
Pic Parts,Pic Parts,ENT LP Stopped,2024-12-17 18:17:31
Gem.Centrum de Markten VZW,Gem.Centrum de Markten,No result found for this search term,2024-12-17 18:17:47
Vanderwegen L,Vanderwegen L,not found in KBO data table,2024-12-17 18:18:02
Carrosserie du Tivoli SA,Carrosserie du Tivoli SA,not found in KBO data table,2024-12-17 18:18:18
Spinogatti/Palmerino,Spinogatti/Palmerino,not found in KBO data table,2024-12-17 18:18:34
Deshommes/Gunther [HET MELKHUISJE],Deshommes/Gunther [HET MELKHUISJE],No result found for this search term,2024-12-17 18:18:49
Dewulf/Hilda [DE VOERMAN],Dewulf/Hilda [DE VOERMAN],No result found for this search term,2024-12-17 18:19:05
Cobelba,Cobelba,EU Stopped,2024-12-17 18:19:20
Leys/Louis,Leys/Louis,No result found for this search term,2024-12-17 18:19:36
Prodecis Sprl,Prodecis,ENT LP Stopped,2024-12-17 18:19:52
Thant-Vanhaverbeke/F.,Thant-Vanhaverbeke/F.,No result found for this search term,2024-12-17 18:20:07
Cabarets,Cabarets,ENT LP Active,2024-12-17 18:20:23
Goethals-Slos bvba,Goethals-Slos,EU Stopped,2024-12-17 18:20:38
La Boutique de Gestion asbl,La Boutique de Gestion,ENT LP Active,2024-12-17 18:20:54
Accountantskantoor Hubert Borremans BVBA,Accountantskantoor Hubert Borremans,ENT LP Stopped,2024-12-17 18:21:10
Anthracite sprl,Anthracite,EU Stopped,2024-12-17 18:21:25
Dirk Proost &amp Partners,Dirk Proost &amp Partners,No result found for this search term,2024-12-17 18:21:41
DelmoitiÃ© SPRL,DelmoitiÃ©,No result found for this search term,2024-12-17 18:21:57
BDV,BDV,ENT LP Active,2024-12-17 18:22:12
PROCOS Group,PROCOS Group,error,N/A
Coonhen/Martine [THE PADDOCK],Coonhen/Martine [THE PADDOCK],No result found for this search term,2024-12-17 18:23:29
Theunckens/Chris [VTEC ENGINEERING],Theunckens/Chris [VTEC ENGINEERING],No result found for this search term,2024-12-17 18:23:45
Eismann,Eismann,ENT LP Stopped,2024-12-17 18:24:00
DM Logistics,DM Logistics,ENT LP Stopped,2024-12-17 18:24:16
Bjerke Nilsen B,Bjerke Nilsen B,No result found for this search term,2024-12-17 18:24:31
Vergote Garage,Vergote Garage,not found in KBO data table,2024-12-17 18:24:47
De Gucht NV,De Gucht,not found in KBO data table,2024-12-17 18:25:03
FESTIVENT,FESTIVENT,not found in KBO data table,2024-12-17 18:25:19
Missinne Hans,Missinne Hans,error,N/A
Home Sint-Franciscus VZW,Home Sint-Franciscus,error,N/A
Eddie Peeters Schilder-&amp Decoratiewerken,Eddie Peeters Schilder-&amp Decoratiewerken,No result found for this search term,2024-12-17 18:27:36
Rose and Lily BVBA,Rose and Lily,not found in KBO data table,2024-12-17 18:27:52
Aux Deux Parcs [NV AUX DEUX PARCS],Aux Deux Parcs [ AUX DEUX PARCS],not found in KBO data table,2024-12-17 18:28:08
"Tous les services, SIPAA(plan drogue)","Tous les services, SIPAA(plan drogue)",No result found for this search term,2024-12-17 18:28:23
AC Sprimont sa,AC Sprimont sa,not found in KBO data table,2024-12-17 18:28:39
Van Stappen/Anne,Van Stappen/Anne,No result found for this search term,2024-12-17 18:28:54
Hendrickx Elke,Hendrickx Elke,not found in KBO data table,2024-12-17 18:29:10
Schrauwen Sanitair & Verwarming [NDW],Schrauwen Sanitair & Verwarming [NDW],No result found for this search term,2024-12-17 18:29:26
Coiffure Isabelle,Coiffure Isabelle,EU Active,2024-12-17 18:29:41
Myosotis,Myosotis,not found in KBO data table,2024-12-17 18:29:57
DJ Inzemix,DJ Inzemix,No result found for this search term,2024-12-17 18:30:13
Timmermans Freddy,Timmermans Freddy,not found in KBO data table,2024-12-17 18:30:28
Formateur Sans Fronti?res,Formateur Sans Fronti?res,No result found for this search term,2024-12-17 18:30:44
Messiaen-De Baets BVBA,Messiaen-De Baets,No result found for this search term,2024-12-17 18:31:00
Weytens Aanhangwagens,Weytens Aanhangwagens,No result found for this search term,2024-12-17 18:02:46
De Kleine Stapperkes BVBA,De Kleine Stapperkes,ENT LP Active,2024-12-17 18:03:01
Fimmers/Emmanuel [ROMMELMARKT],Fimmers/Emmanuel [ROMMELMARKT],No result found for this search term,2024-12-17 18:03:17
Verhaegen Ann Di?tiste/Rudy,Verhaegen Ann Di?tiste/Rudy,No result found for this search term,2024-12-17 18:03:33
"Overijse, Algemene Diensten","Overijse, Algemene Diensten",No result found for this search term,2024-12-17 18:03:49
Salle Des F?tes Joepie,Salle Des F?tes Joepie,No result found for this search term,2024-12-17 18:04:04
Denosta Asian Food,Denosta Asian Food,ENT LP Stopped,2024-12-17 18:04:20
Baab,Baab,ENT LP Active,2024-12-17 18:04:36
Acominfor,Acominfor,ENT LP Stopped,2024-12-17 18:04:51
Lannoo/Godelieve [DE AREND],Lannoo/Godelieve [DE AREND],No result found for this search term,2024-12-17 18:05:07
Garatec BVBA,Garatec,ENT LP Active,2024-12-17 18:05:22
De Laender P,De Laender P,No result found for this search term,2024-12-17 18:05:38
Chauffage Couwez sprl,Chauffage Couwez,ENT LP Active,2024-12-17 18:05:53
Geuzenhuis VZW,Geuzenhuis,not found in KBO data table,2024-12-17 18:06:09
Belsani/Willy,Belsani/Willy,No result found for this search term,2024-12-17 18:06:24
Alpha,Alpha,ENT LP Stopped,2024-12-17 18:06:41
Wilkinson Sword,Wilkinson Sword,ENT LP Stopped,2024-12-17 18:06:57
"Flash Travel, Agence de Voyage [FULL TIME SERVICE SPRL]","Flash Travel, Agence de Voyage [FULL TIME SERVICE ]",No result found for this search term,2024-12-17 18:07:12
Global Pictures S.A.,Global Pictures S.A.,not found in KBO data table,2024-12-17 18:07:28
Vincent Degueldre sprl [D.K. MAINTENANCES],Vincent Degueldre  [D.K. MAINTENANCES],No result found for this search term,2024-12-17 18:07:44
Jordens/Robert,Jordens/Robert,not found in KBO data table,2024-12-17 18:07:59
Centre de Planning Familial Leman,Centre de Planning Familial Leman,No result found for this search term,2024-12-17 18:08:15
Galerie Ambre Congo sc,Galerie Ambre Congo sc,No result found for this search term,2024-12-17 18:08:30
Vanvaerenbergh/Guy,Vanvaerenbergh/Guy,not found in KBO data table,2024-12-17 18:08:46
Engelen Kris BVBA,Engelen Kris,ENT LP Active,2024-12-17 18:09:02
Moeyersoms Kim,Moeyersoms Kim,not found in KBO data table,2024-12-17 18:09:18
Biname-Havai/B.,Biname-Havai/B.,No result found for this search term,2024-12-17 18:09:33
Merckx/Ronald,Merckx/Ronald,not found in KBO data table,2024-12-17 18:09:49
Celis Klaartje,Celis Klaartje,EU Stopped,2024-12-17 18:10:04
Dehertoghe Total NV,Dehertoghe Total,No result found for this search term,2024-12-17 18:10:20
Oeuvre d'Arbre,Oeuvre d'Arbre,EU Stopped,2024-12-17 18:10:35
Teches,Teches,ENT LP Active,2024-12-17 18:10:51
Patriek,Patriek,not found in KBO data table,2024-12-17 18:11:07
Pro-Vision Instruments SA,Pro-Vision Instruments SA,not found in KBO data table,2024-12-17 18:11:23
Smet Liesbeth,Smet Liesbeth,not found in KBO data table,2024-12-17 18:11:38
Edec NV,Edec,ENT LP Active,2024-12-17 18:11:54
Gevaert Anthony,Gevaert Anthony,EU Active,2024-12-17 18:12:10
complEed nv,complEed,not found in KBO data table,2024-12-17 18:12:25
Quality Koi,Quality Koi,No result found for this search term,2024-12-17 18:12:41
Vanhoutte Project Engineering BVBA,Vanhoutte Project Engineering,ENT LP Active,2024-12-17 18:12:57
TRANSPORTBANDEN BRUYNOOGHE NV,TRANSPORTBANDEN BRUYNOOGHE,ENT LP Active,2024-12-17 18:13:13
"Algemeen nummer, Diensthoofden","Algemeen nummer, Diensthoofden",No result found for this search term,2024-12-17 18:13:28
ID4U BVBA,ID4U,ENT LP Active,2024-12-17 18:13:44
Braeckman C,Braeckman C,not found in KBO data table,2024-12-17 18:14:00
SociÃ©tÃ© GÃ©nÃ©rale des IndÃ©pendants de Belgique BVBA,SociÃ©tÃ© GÃ©nÃ©rale des IndÃ©pendants de Belgique,No result found for this search term,2024-12-17 18:14:16
JT Tegeldepot BVBA,JT Tegeldepot,ENT LP Active,2024-12-17 18:14:31
Megaware,Megaware,ENT LP Stopped,2024-12-17 18:14:47
Vanooteghem Marc,Vanooteghem Marc,not found in KBO data table,2024-12-17 18:15:02
Home Saint-Jean,Home Saint-Jean,ENT LP Active,2024-12-17 18:15:18
Gilbert A,Gilbert A,not found in KBO data table,2024-12-17 18:15:34
Lovato/Anna [LOVATO ANNA],Lovato/Anna [LOVATO ANNA],not found in KBO data table,2024-12-17 18:15:50
Bodymorfose,Bodymorfose,EU Active,2024-12-17 18:16:06
Frissefolk,Frissefolk,No result found for this search term,2024-12-17 18:16:21
